date,close,open,high,low,volume,SMA_7d,ATR_7d,BB_Upper_7d,BB_Lower_7d,Return_Std_7d,SMA_14d,ATR_14d,BB_Upper_14d,BB_Lower_14d,Return_Std_14d,SMA_30d,ATR_30d,BB_Upper_30d,BB_Lower_30d,Return_Std_30d,SMA_50d,ATR_50d,BB_Upper_50d,BB_Lower_50d,Return_Std_50d
2025-03-15,84378.8701640199,84423.1171113785,84712.3082180301,83672.1280795056,2262.09784403352,82229.85062712307,4751.906004412615,86456.85867221591,78002.84258203024,4.1044954348513185,85523.33698569085,5531.74358302088,94003.0091159225,77043.66485545921,4.7910150335249275,89465.26424113788,4378.464065361623,101632.44650061349,77298.08198166227,3.5748314156186725,93478.73104004268,4160.264123791647,107668.94789798258,79288.51418210278,2.9820042458518063
2025-03-16,82599.0408828533,82136.421252157,84995.7909580529,82032.5293263752,10452.4275342106,82487.50658278972,4251.0955118082575,86521.98162924733,78453.03153633211,3.277356994165301,84681.73209941121,5029.656273927202,91562.22484325615,77801.23935556627,3.9163056984635647,88966.77376094846,4393.566356383507,100987.20982508948,76946.33769680744,3.579513704792461,93034.7827746648,4195.673152458541,107168.5747198644,78900.9908294652,2.991538139249273
2025-03-17,84039.0274798456,84089.1349281905,84746.2574816401,82532.3305170504,4449.4574204816,83260.73696322988,3644.8562280956708,85530.75521138211,80990.71871507764,3.007693626863295,84524.98057373641,4521.690116497973,91352.97218646726,77696.98896100555,3.262565219243547,88513.31494226643,4443.035110964823,100201.20756502189,76825.42231951097,3.6014259147620673,92663.42741275122,4180.321943891196,106746.31574043652,78580.53908506592,2.99727714809486
2025-03-19,86873.4163476584,86189.7656477963,87039.2272143198,82593.8433319471,11457.2805290884,83682.24577152364,3189.72321708296,87289.80630554567,80074.6852375016,3.025565062843014,83926.71076951965,4188.736160145803,89733.52169635892,78119.89984268037,3.3821246732538994,87767.42816217759,4569.8924320815695,98894.26014126634,76640.59618308884,3.735515164011634,91987.97548695374,4148.551781062096,105912.3673169237,78063.58365698378,3.095476778055347
2025-03-20,84205.6899756188,84129.2390450163,87453.0935200974,83659.3529194805,5116.98880841913,84122.91569177061,3111.5737642815325,86936.741832713,81309.08955082823,3.02302687569559,83513.43558040725,4106.121546764196,88170.65222498422,78856.21893583029,3.4642867798140062,87385.22128502457,4584.817223684903,98171.03077663832,76599.41179341082,3.770505591209101,91597.18188826715,4155.1049338954335,105269.22423393544,77925.13954259886,3.09597833186934
2025-03-22,83859.6770323343,83980.3789346277,84519.6247282847,83701.4828040409,3929.17595501223,84057.92425743736,2672.4202029353037,86867.60665546435,81248.24185941038,2.715798146048767,83143.88744228023,3712.1631036739595,87079.49821411705,79208.27667044342,3.345051485306184,86481.95616762634,4529.1852641635805,95843.81049538465,77120.10183986803,3.740038657018029,90811.05889668722,4051.247444695964,103851.68427834648,77770.43351502795,3.0785110873546606
2025-03-23,86108.3459346599,85397.7289469621,86135.0145259527,83832.173140002,7830.49887505343,84559.2535505526,2578.074453545732,87406.24537813857,81712.26172296664,2.7160352180156133,83523.38006667115,3414.584982676995,87507.8113568397,79538.9487765026,2.895026255626859,86147.10658014548,4450.993155240318,94766.66684764277,77527.54631264819,3.7672399964365617,90520.60462041144,4046.7855568639784,103313.05874142301,77728.15049939987,3.1008488428499614
2025-03-24,87522.2726893953,87476.8678572965,88738.7006061404,85571.8364088328,8060.01867904914,85056.86000905969,2714.2083439340036,88609.66224946847,81504.0577686509,2.7093595242046153,84158.79848614479,3179.532286014837,87576.14261436598,80741.4543579236,2.7572148047922242,85844.93104247941,4516.684614491938,93535.50829587298,78154.35378908584,3.7816601475997094,90317.4746348416,4007.0179344005346,102967.7528600951,77667.19640958808,3.0879479025129344
2025-03-25,87433.8877571856,87503.5551871521,88536.5583337404,86356.3821599741,8454.16320429449,85726.71244591332,2618.437300930101,89002.67410340183,82450.7507884248,2.5697886196191053,84477.94211086932,2842.587618091172,88233.20483188157,80722.67938985708,2.40438462154365,85549.63239004422,4542.447309818877,92188.6070088024,78910.65777128605,3.7817578074462546,90037.42423312204,3834.2708668687555,102296.94728248796,77777.90118375613,3.033056925807454
2025-03-26,86939.8589284524,86860.7108094573,88290.3956963285,85906.1440020321,5580.46716815287,85736.2042431696,2323.989845490628,89028.01742765379,82444.39105868542,1.8135372260373706,84709.22500734663,2756.856531286794,88652.72596983021,80765.72404486305,2.413154658442923,85394.11229555907,4451.637612677928,91653.83520841677,79134.38938270137,3.6809148178846023,89820.13664133994,3764.953503034129,101901.61395651843,77738.65932616145,2.995252620259429
2025-03-27,87225.7708175161,87349.0916057585,87766.2755535996,85868.5088378908,3646.94975003877,86167.64436344065,2053.1364333608985,89311.67592359743,83023.61280328386,1.196541032339677,85145.28002760564,2582.3550988212155,88711.66288365156,81578.89717155971,2.2090050648283976,85345.35053775454,4298.192779546771,91521.10721746356,79169.59385804551,3.6352991657768765,89632.14683135078,3743.8443579079362,101573.12295348282,77691.17070921874,2.992508563436494
2025-03-28,84425.5241235203,84471.9911635188,87504.1727820795,83599.9888930124,5255.1012199301,86216.47675472342,2379.1751400486705,89216.79422451433,83216.15928493251,1.8558165632005617,85174.28572977221,2541.657543940609,88707.67789057741,81640.893568967,2.236810659733571,85352.95367443321,4193.5591000523045,91523.4218453976,79182.48550346882,3.5611072718168297,89389.06065576199,3752.465319623512,101247.31771361237,77530.80359791161,3.0233387703562693
2025-03-30,82418.8925010364,82455.6626749603,83558.526014926,81647.1449260823,7269.19412576274,85521.51054816235,2624.144579931214,90100.68509659577,80942.33599972892,1.5900098883083378,85040.38204935747,2601.1095167384733,88837.2264018364,81243.53769687856,2.2328468469234353,85219.38475051882,3985.0534972641412,91542.95589132748,78895.81360971015,3.580242163622499,88830.74348668948,3735.4595434536004,100607.9928329362,77053.49414044275,3.034208715359852
2025-03-31,83101.6260773309,82712.3117371679,83923.6745906849,81331.6137100274,6436.76867556941,84889.98960358172,2542.02982040977,89400.29780441851,80379.68140274493,1.4181606698361267,84973.4248063207,2628.119082171887,88877.87535573798,81068.97425690343,2.191127525425612,85119.75778169536,3980.5088636322043,91480.60958790527,78758.90597548544,3.5635713231374813,88562.7199918122,3735.9472425654785,100236.83095953065,76888.60902409376,3.037925738141287
2025-04-01,84735.9829586158,85164.7532937167,85521.622333574,82562.8271102285,7948.52195663499,84504.57463235746,2653.2611132068,88422.63600930411,80586.5132554108,1.7477812597491051,85115.64353913539,2635.8492070684506,88809.81222987747,81421.4748483933,2.2090451766107146,84798.24023729027,3746.0525724440813,90110.60960265917,79485.87087192138,3.088167611471397,88307.63366757407,3734.006707989666,99740.41294311383,76874.85439203432,3.048926420383014
2025-04-04,83953.3264779957,83955.4979337538,84718.9973412098,81686.8784187355,3776.84743268001,83368.69652344965,3151.640232595472,85007.76541524891,81729.62763165038,1.4611928318391187,84792.58663908653,2765.407686322071,88551.35732548793,81033.81595268512,1.6064090575215535,84345.31836935486,3425.788913113995,89055.48290281376,79635.15383589597,2.566905485066505,87511.9986590215,3759.168581313221,98275.5659194452,76748.4313985978,3.0309014225574393
2025-04-05,83298.7386978621,83431.3066561539,83954.0526482616,82379.8560292131,2603.82684302282,83456.46390599704,2958.755706669742,84986.71131129512,81926.21650069895,1.232347596202057,84752.51961519566,2819.411593093835,88565.69300367893,80939.3462267124,1.6187896821250456,84122.2249051772,3313.2506274836314,88333.34846530382,79911.10134505057,2.567122486870697,87226.89832720804,3740.4486556737666,97654.75243330996,76799.04422110612,3.0273107242448716
2025-04-06,78429.9058724622,79138.3532844412,83525.5445733767,77123.2704909605,11107.3186446792,82886.60867334358,3600.311848608671,87003.97611892955,78769.24122775761,2.583756313062485,84204.05961075297,3112.228214269943,89201.96098433566,79206.15823717028,2.061328347015416,83842.4488348907,3314.991819112138,88411.11840397236,79273.77926580905,2.701559984163941,86842.64060385115,3853.896850779087,97118.74828006356,76566.53292763873,3.1275764301780815
